,DATE,SVXY
2387,2021-03-31,47.1
2388,2021-04-01,48.12
2389,2021-04-05,48.43
2390,2021-04-06,48.36
2391,2021-04-07,49.06
2392,2021-04-08,49.43
2393,2021-04-09,49.49
2394,2021-04-12,49.98
2395,2021-04-13,49.91
2396,2021-04-14,49.65
2397,2021-04-15,50.28
2398,2021-04-16,50.67
2399,2021-04-19,49.77
2400,2021-04-20,49.15
2401,2021-04-21,50.52
2402,2021-04-22,48.97
2403,2021-04-23,49.92
2404,2021-04-26,50.09
2405,2021-04-27,50.6
2406,2021-04-28,50.45
2407,2021-04-29,50.87
2408,2021-04-30,49.81
2409,2021-05-03,50.78
2410,2021-05-04,49.69
2411,2021-05-05,50.36
2412,2021-05-06,50.52
2413,2021-05-07,51.97
2414,2021-05-10,50.84
2415,2021-05-11,48.85
2416,2021-05-12,44.62
2417,2021-05-13,46.65
2418,2021-05-14,49.49
2419,2021-05-17,48.74
2420,2021-05-18,48.44
2421,2021-05-19,47.16
2422,2021-05-20,48.5
2423,2021-05-21,49.0
2424,2021-05-24,49.96
2425,2021-05-25,49.88
2426,2021-05-26,51.12
2427,2021-05-27,52.37
2428,2021-05-28,51.85
2429,2021-06-01,51.21
2430,2021-06-02,51.9
2431,2021-06-03,51.37
2432,2021-06-04,52.79
2433,2021-06-07,53.25
2434,2021-06-08,52.88
2435,2021-06-09,52.58
2436,2021-06-10,54.09
2437,2021-06-11,54.83
2438,2021-06-14,54.57
2439,2021-06-15,53.62
2440,2021-06-16,53.55
2441,2021-06-17,53.87
2442,2021-06-18,51.42
2443,2021-06-21,53.3
2444,2021-06-22,54.42
2445,2021-06-23,54.94
2446,2021-06-24,55.58
2447,2021-06-25,55.96
2448,2021-06-28,55.79
2449,2021-06-29,55.34
2450,2021-06-30,55.55
2451,2021-07-01,56.05
2452,2021-07-02,56.09
2453,2021-07-06,55.44
2454,2021-07-07,55.4
2455,2021-07-08,53.29
2456,2021-07-09,55.42
2457,2021-07-12,55.75
2458,2021-07-13,55.26
2459,2021-07-14,55.82
2460,2021-07-15,55.47
2461,2021-07-16,54.26
2462,2021-07-19,50.4
2463,2021-07-20,52.45
2464,2021-07-21,54.15
2465,2021-07-22,53.67
2466,2021-07-23,53.69
2467,2021-07-26,54.17
2468,2021-07-27,53.28
2469,2021-07-28,53.97
2470,2021-07-29,54.46
2471,2021-07-30,53.78
2472,2021-08-02,52.77
2473,2021-08-03,54.05
2474,2021-08-04,54.09
2475,2021-08-05,54.75
2476,2021-08-06,55.45
2477,2021-08-09,55.75
2478,2021-08-10,56.01
2479,2021-08-11,56.88
2480,2021-08-12,57.48
2481,2021-08-13,57.44
2482,2021-08-16,57.37
2483,2021-08-17,56.42
2484,2021-08-18,54.5
2485,2021-08-19,53.54
2486,2021-08-20,55.63
2487,2021-08-23,56.56
2488,2021-08-24,56.64
2489,2021-08-25,57.32
2490,2021-08-26,56.04
2491,2021-08-27,57.5
2492,2021-08-30,57.74
2493,2021-08-31,57.92
2494,2021-09-01,58.62
2495,2021-09-02,58.6
2496,2021-09-03,58.43
2497,2021-09-07,57.62
2498,2021-09-08,57.77
2499,2021-09-09,57.09
2500,2021-09-10,56.0
2501,2021-09-13,57.0
2502,2021-09-14,56.63
2503,2021-09-15,57.74
2504,2021-09-16,58.06
2505,2021-09-17,56.13
2506,2021-09-20,52.9
2507,2021-09-21,53.99
2508,2021-09-22,55.55
2509,2021-09-23,57.29
2510,2021-09-24,58.15
2511,2021-09-27,57.72
2512,2021-09-28,54.76
2513,2021-09-29,54.4
2514,2021-09-30,54.39
2515,2021-10-01,55.35
2516,2021-10-04,54.6
2517,2021-10-05,55.59
2518,2021-10-06,55.9
2519,2021-10-07,56.98
2520,2021-10-08,57.5
2521,2021-10-11,57.12
2522,2021-10-12,57.67
2523,2021-10-13,58.26
2524,2021-10-14,59.79
2525,2021-10-15,59.83
2526,2021-10-18,60.37
2527,2021-10-19,60.6
2528,2021-10-20,60.97
2529,2021-10-21,61.93
2530,2021-10-22,61.23
2531,2021-10-25,62.17
2532,2021-10-26,61.6
2533,2021-10-27,60.87
2534,2021-10-28,61.77
2535,2021-10-29,61.59
2536,2021-11-01,62.04
2537,2021-11-02,62.83
2538,2021-11-03,63.91
2539,2021-11-04,63.45
2540,2021-11-05,62.26
2541,2021-11-08,62.27
2542,2021-11-09,61.7
2543,2021-11-10,61.23
2544,2021-11-11,61.73
2545,2021-11-12,62.93
2546,2021-11-15,63.37
2547,2021-11-16,63.22
2548,2021-11-17,62.63
2549,2021-11-18,62.36
2550,2021-11-19,62.02
2551,2021-11-22,61.33
2552,2021-11-23,62.12
2553,2021-11-24,62.56
2554,2021-11-26,54.56
2555,2021-11-29,58.45
2556,2021-11-30,53.76
2557,2021-12-01,51.8
2558,2021-12-02,53.36
2559,2021-12-03,51.07
2560,2021-12-06,53.11
2561,2021-12-07,55.98
2562,2021-12-08,57.63
2563,2021-12-09,56.83
2564,2021-12-10,58.53
2565,2021-12-13,57.44
2566,2021-12-14,56.98
2567,2021-12-15,58.97
2568,2021-12-16,58.15
