,DATE,SVXY
0,2011-10-04,21.05
1,2011-10-05,22.69
2,2011-10-06,23.17
3,2011-10-07,23.34
4,2011-10-10,24.3
5,2011-10-11,24.63
6,2011-10-12,26.34
7,2011-10-13,26.14
8,2011-10-14,27.88
9,2011-10-17,24.81
10,2011-10-18,25.67
11,2011-10-19,23.96
12,2011-10-20,23.75
13,2011-10-21,24.92
14,2011-10-24,26.53
15,2011-10-25,24.73
16,2011-10-26,25.56
17,2011-10-27,28.92
18,2011-10-28,29.39
19,2011-10-31,26.22
20,2011-11-01,22.32
21,2011-11-02,23.06
22,2011-11-03,24.18
23,2011-11-04,23.7
24,2011-11-07,23.86
25,2011-11-08,25.0
26,2011-11-09,20.21
27,2011-11-10,21.45
28,2011-11-11,22.38
29,2011-11-14,21.82
30,2011-11-15,22.05
31,2011-11-16,21.0
32,2011-11-17,19.99
33,2011-11-18,20.62
34,2011-11-21,20.42
35,2011-11-22,20.83
36,2011-11-23,19.89
37,2011-11-25,19.62
38,2011-11-28,20.5
39,2011-11-29,20.89
40,2011-11-30,22.81
41,2011-12-01,23.27
42,2011-12-02,23.38
43,2011-12-05,23.41
44,2011-12-06,23.5
45,2011-12-07,22.78
46,2011-12-08,21.74
47,2011-12-09,23.23
48,2011-12-12,23.06
49,2011-12-13,23.11
50,2011-12-14,23.12
51,2011-12-15,23.98
52,2011-12-16,24.17
53,2011-12-19,24.35
54,2011-12-20,25.86
55,2011-12-21,27.62
56,2011-12-22,27.49
57,2011-12-23,26.85
58,2011-12-27,27.01
59,2011-12-28,25.86
60,2011-12-29,26.51
61,2011-12-30,26.14
62,2012-01-03,27.44
63,2012-01-04,27.95
64,2012-01-05,28.61
65,2012-01-06,29.08
66,2012-01-09,29.48
67,2012-01-10,30.05
68,2012-01-11,29.54
69,2012-01-12,29.95
70,2012-01-13,29.19
71,2012-01-17,29.43
72,2012-01-18,30.49
73,2012-01-19,31.33
74,2012-01-20,32.26
75,2012-01-23,33.07
76,2012-01-24,32.9
77,2012-01-25,34.39
78,2012-01-26,34.25
79,2012-01-27,35.11
80,2012-01-30,34.0
81,2012-01-31,34.06
82,2012-02-01,34.92
83,2012-02-02,35.98
84,2012-02-03,37.91
85,2012-02-06,38.28
86,2012-02-07,38.01
87,2012-02-08,37.19
88,2012-02-09,35.29
89,2012-02-10,32.11
90,2012-02-13,34.84
91,2012-02-14,33.67
92,2012-02-15,31.69
93,2012-02-16,32.85
94,2012-02-17,33.34
95,2012-02-21,33.37
96,2012-02-22,34.24
97,2012-02-23,36.5
98,2012-02-24,35.1
99,2012-02-27,34.83
100,2012-02-28,35.18
101,2012-02-29,35.73
102,2012-03-01,36.42
103,2012-03-02,36.18
104,2012-03-05,36.25
105,2012-03-06,33.4
106,2012-03-07,35.03
107,2012-03-08,36.36
108,2012-03-09,37.09
109,2012-03-12,38.77
110,2012-03-13,40.6
111,2012-03-14,39.19
112,2012-03-15,39.71
113,2012-03-16,39.82
114,2012-03-19,42.26
115,2012-03-20,44.17
116,2012-03-21,46.3
117,2012-03-22,45.67
118,2012-03-23,48.86
119,2012-03-26,53.51
120,2012-03-27,48.24
121,2012-03-28,47.63
122,2012-03-29,47.92
123,2012-03-30,49.06
124,2012-04-02,49.1
125,2012-04-03,48.24
126,2012-04-04,47.1
127,2012-04-05,46.03
128,2012-04-09,43.22
129,2012-04-10,39.72
130,2012-04-11,40.71
131,2012-04-12,44.29
132,2012-04-13,41.55
133,2012-04-16,42.2
134,2012-04-17,44.5
135,2012-04-18,43.71
136,2012-04-19,43.38
137,2012-04-20,44.79
138,2012-04-23,43.34
139,2012-04-24,44.31
140,2012-04-25,47.08
141,2012-04-26,48.67
142,2012-04-27,48.78
143,2012-04-30,47.69
144,2012-05-01,49.1
145,2012-05-02,48.74
146,2012-05-03,47.71
147,2012-05-04,45.57
148,2012-05-07,46.21
149,2012-05-08,45.82
150,2012-05-09,44.0
151,2012-05-10,45.41
152,2012-05-11,44.68
153,2012-05-14,42.04
154,2012-05-15,40.0
155,2012-05-16,38.51
156,2012-05-17,36.66
157,2012-05-18,34.2
158,2012-05-21,37.9
159,2012-05-22,36.38
160,2012-05-23,37.08
161,2012-05-24,36.75
162,2012-05-25,37.22
163,2012-05-29,38.91
164,2012-05-30,36.29
165,2012-05-31,35.6
166,2012-06-01,32.65
167,2012-06-04,34.06
168,2012-06-05,34.7
169,2012-06-06,37.27
170,2012-06-07,37.65
171,2012-06-08,39.67
172,2012-06-11,36.22
173,2012-06-12,36.68
174,2012-06-13,34.76
175,2012-06-14,36.99
176,2012-06-15,38.46
177,2012-06-18,41.74
178,2012-06-19,42.48
179,2012-06-20,44.24
180,2012-06-21,38.92
181,2012-06-22,43.04
182,2012-06-25,39.87
183,2012-06-26,41.16
184,2012-06-27,40.78
185,2012-06-28,42.07
186,2012-06-29,44.92
187,2012-07-02,47.76
188,2012-07-03,48.72
189,2012-07-05,46.92
190,2012-07-06,47.24
191,2012-07-09,47.72
192,2012-07-10,46.4
193,2012-07-11,47.78
194,2012-07-12,47.31
195,2012-07-13,50.08
196,2012-07-16,50.65
197,2012-07-17,52.46
198,2012-07-18,51.9
199,2012-07-19,53.08
200,2012-07-20,50.25
201,2012-07-23,46.74
202,2012-07-24,44.97
203,2012-07-25,45.42
204,2012-07-26,48.94
205,2012-07-27,50.13
206,2012-07-30,49.08
207,2012-07-31,47.63
208,2012-08-01,48.66
209,2012-08-02,49.75
210,2012-08-03,53.23
211,2012-08-06,54.44
212,2012-08-07,52.85
213,2012-08-08,55.01
214,2012-08-09,55.22
215,2012-08-10,56.21
216,2012-08-13,57.74
217,2012-08-14,54.76
218,2012-08-15,54.77
219,2012-08-16,55.87
220,2012-08-17,57.35
221,2012-08-20,57.4
222,2012-08-21,55.84
223,2012-08-22,55.43
224,2012-08-23,54.28
225,2012-08-24,56.44
226,2012-08-27,56.12
227,2012-08-28,55.06
228,2012-08-29,54.79
229,2012-08-30,53.66
230,2012-08-31,55.26
231,2012-09-04,55.83
232,2012-09-05,57.24
233,2012-09-06,63.29
234,2012-09-07,66.86
235,2012-09-10,63.06
236,2012-09-11,63.34
237,2012-09-12,65.0
238,2012-09-13,69.72
239,2012-09-14,67.33
240,2012-09-17,67.68
241,2012-09-18,69.45
242,2012-09-19,69.57
243,2012-09-20,70.26
244,2012-09-21,70.68
245,2012-09-24,71.64
246,2012-09-25,66.28
247,2012-09-26,63.63
248,2012-09-27,69.47
249,2012-09-28,67.37
250,2012-10-01,66.73
251,2012-10-02,68.07
252,2012-10-03,68.32
253,2012-10-04,69.95
254,2012-10-05,70.87
255,2012-10-08,70.08
256,2012-10-09,67.03
257,2012-10-10,67.79
258,2012-10-11,68.44
259,2012-10-12,68.0
260,2012-10-15,70.32
261,2012-10-16,71.89
262,2012-10-17,72.85
263,2012-10-18,72.95
264,2012-10-19,68.36
265,2012-10-22,69.24
266,2012-10-23,63.68
267,2012-10-24,63.14
268,2012-10-25,64.77
269,2012-10-26,64.94
270,2012-10-31,63.55
271,2012-11-01,68.68
272,2012-11-02,66.88
273,2012-11-05,65.59
274,2012-11-06,67.86
275,2012-11-07,62.46
276,2012-11-08,61.93
277,2012-11-09,61.97
278,2012-11-12,65.97
279,2012-11-13,65.83
280,2012-11-14,63.6
281,2012-11-15,62.91
282,2012-11-16,65.82
283,2012-11-19,71.46
284,2012-11-20,72.62
285,2012-11-21,72.14
286,2012-11-23,75.29
287,2012-11-26,75.91
288,2012-11-27,74.23
289,2012-11-28,76.25
290,2012-11-29,77.28
291,2012-11-30,75.77
292,2012-12-03,74.36
293,2012-12-04,72.96
294,2012-12-05,74.17
295,2012-12-06,73.31
296,2012-12-07,75.83
297,2012-12-10,74.91
298,2012-12-11,77.37
299,2012-12-12,75.45
300,2012-12-13,74.01
301,2012-12-14,73.52
302,2012-12-17,76.0
303,2012-12-18,78.84
304,2012-12-19,74.16
305,2012-12-20,72.45
306,2012-12-21,67.7
307,2012-12-24,68.95
308,2012-12-26,65.25
309,2012-12-27,65.21
310,2012-12-28,61.85
311,2012-12-31,65.45
312,2013-01-02,73.46
313,2013-01-03,72.85
314,2013-01-04,74.33
315,2013-01-07,74.3
316,2013-01-08,75.15
317,2013-01-09,75.04
318,2013-01-10,76.91
319,2013-01-11,77.14
320,2013-01-14,78.48
321,2013-01-15,78.45
322,2013-01-16,80.21
323,2013-01-17,79.64
324,2013-01-18,84.64
325,2013-01-22,87.22
326,2013-01-23,89.49
327,2013-01-24,88.96
328,2013-01-25,88.28
329,2013-01-28,85.8
330,2013-01-29,88.51
331,2013-01-30,82.94
332,2013-01-31,82.56
333,2013-02-01,86.73
334,2013-02-04,81.08
335,2013-02-05,84.6
336,2013-02-06,84.99
337,2013-02-07,85.29
338,2013-02-08,86.93
339,2013-02-11,88.15
340,2013-02-12,89.3
341,2013-02-13,88.98
342,2013-02-14,90.23
343,2013-02-15,90.93
344,2013-02-19,94.74
345,2013-02-20,85.51
346,2013-02-21,84.72
347,2013-02-22,87.58
348,2013-02-25,75.34
349,2013-02-26,76.62
350,2013-02-27,81.51
351,2013-02-28,79.12
352,2013-03-01,77.9
353,2013-03-04,81.93
354,2013-03-05,84.57
355,2013-03-06,84.04
356,2013-03-07,85.82
357,2013-03-08,86.95
358,2013-03-11,90.59
359,2013-03-12,88.99
360,2013-03-13,89.49
361,2013-03-14,91.17
362,2013-03-15,91.25
363,2013-03-18,86.53
364,2013-03-19,86.15
365,2013-03-20,91.01
366,2013-03-21,88.28
367,2013-03-22,88.57
368,2013-03-25,89.39
369,2013-03-26,91.98
370,2013-03-27,91.26
371,2013-03-28,91.08
372,2013-04-01,91.18
373,2013-04-02,94.06
374,2013-04-03,90.61
375,2013-04-04,92.15
376,2013-04-05,91.79
377,2013-04-08,94.11
378,2013-04-09,95.42
379,2013-04-10,97.81
380,2013-04-11,98.35
381,2013-04-12,100.1
382,2013-04-15,88.5
383,2013-04-16,92.45
384,2013-04-17,82.44
385,2013-04-18,78.21
386,2013-04-19,83.37
387,2013-04-22,85.64
388,2013-04-23,89.79
389,2013-04-24,89.73
390,2013-04-25,88.66
391,2013-04-26,88.59
392,2013-04-29,89.07
393,2013-04-30,89.98
394,2013-05-01,86.04
395,2013-05-02,89.14
396,2013-05-03,91.05
397,2013-05-06,92.57
398,2013-05-07,93.3
399,2013-05-08,92.79
400,2013-05-09,91.02
401,2013-05-10,91.87
402,2013-05-13,92.57
403,2013-05-14,93.27
404,2013-05-15,92.63
405,2013-05-16,91.63
406,2013-05-17,94.06
407,2013-05-20,92.78
408,2013-05-21,92.11
409,2013-05-22,91.05
410,2013-05-23,90.19
411,2013-05-24,90.28
412,2013-05-28,92.79
413,2013-05-29,91.41
414,2013-05-30,91.5
415,2013-05-31,88.1
416,2013-06-03,88.45
417,2013-06-04,87.49
418,2013-06-05,83.55
419,2013-06-06,84.51
420,2013-06-07,88.55
421,2013-06-10,89.49
422,2013-06-11,83.69
423,2013-06-12,78.68
424,2013-06-13,82.42
425,2013-06-14,80.3
426,2013-06-17,81.49
427,2013-06-18,82.76
428,2013-06-19,82.53
429,2013-06-20,73.39
430,2013-06-21,75.83
431,2013-06-24,71.47
432,2013-06-25,73.32
433,2013-06-26,75.05
434,2013-06-27,78.03
435,2013-06-28,78.45
436,2013-07-01,81.05
437,2013-07-02,79.67
438,2013-07-03,80.86
439,2013-07-05,85.01
440,2013-07-08,88.6
441,2013-07-09,90.51
442,2013-07-10,91.34
443,2013-07-11,93.95
444,2013-07-12,93.01
445,2013-07-15,94.97
446,2013-07-16,92.38
447,2013-07-17,95.44
448,2013-07-18,97.02
449,2013-07-19,99.09
450,2013-07-22,101.42
451,2013-07-23,101.87
452,2013-07-24,100.69
453,2013-07-25,103.02
454,2013-07-26,103.25
455,2013-07-29,102.07
456,2013-07-30,103.83
457,2013-07-31,106.2
458,2013-08-01,109.62
459,2013-08-02,112.48
460,2013-08-05,113.76
461,2013-08-06,110.4
462,2013-08-07,109.0
463,2013-08-08,110.67
464,2013-08-09,109.24
465,2013-08-12,109.69
466,2013-08-13,110.95
467,2013-08-14,109.68
468,2013-08-15,104.11
469,2013-08-16,106.01
470,2013-08-19,103.41
471,2013-08-20,104.08
472,2013-08-21,102.16
473,2013-08-22,104.73
474,2013-08-23,107.16
475,2013-08-26,103.42
476,2013-08-27,94.96
477,2013-08-28,95.04
478,2013-08-29,93.23
479,2013-08-30,92.15
480,2013-09-03,95.41
481,2013-09-04,95.67
482,2013-09-05,97.97
483,2013-09-06,97.22
484,2013-09-09,100.81
485,2013-09-10,104.48
486,2013-09-11,107.83
487,2013-09-12,106.0
488,2013-09-13,107.93
489,2013-09-16,108.58
490,2013-09-17,109.82
491,2013-09-18,114.06
492,2013-09-19,114.5
493,2013-09-20,112.18
494,2013-09-23,111.06
495,2013-09-24,111.15
496,2013-09-25,111.83
497,2013-09-26,113.78
498,2013-09-27,109.2
499,2013-09-30,105.14
500,2013-10-01,108.8
501,2013-10-02,105.53
502,2013-10-03,101.47
503,2013-10-04,101.85
504,2013-10-07,94.31
505,2013-10-08,89.62
506,2013-10-09,92.75
507,2013-10-10,101.56
508,2013-10-11,103.64
509,2013-10-14,102.33
510,2013-10-15,96.04
511,2013-10-16,107.44
512,2013-10-17,113.81
513,2013-10-18,114.33
514,2013-10-21,113.72
515,2013-10-22,113.53
516,2013-10-23,112.73
517,2013-10-24,114.29
518,2013-10-25,114.75
519,2013-10-28,113.89
520,2013-10-29,114.89
521,2013-10-30,113.39
522,2013-10-31,113.99
523,2013-11-01,114.69
524,2013-11-04,117.54
525,2013-11-05,117.96
526,2013-11-06,119.78
527,2013-11-07,115.59
528,2013-11-08,120.25
529,2013-11-11,120.82
530,2013-11-12,121.07
531,2013-11-13,121.49
532,2013-11-14,122.91
533,2013-11-15,124.54
534,2013-11-18,124.36
535,2013-11-19,122.86
536,2013-11-20,125.32
537,2013-11-21,129.63
538,2013-11-22,131.4
539,2013-11-25,130.86
540,2013-11-26,130.12
541,2013-11-27,130.05
542,2013-11-29,128.49
543,2013-12-02,127.52
544,2013-12-03,124.21
545,2013-12-04,125.56
546,2013-12-05,124.59
547,2013-12-06,128.95
548,2013-12-09,129.89
549,2013-12-10,129.25
550,2013-12-11,123.18
551,2013-12-12,122.65
552,2013-12-13,122.37
553,2013-12-16,122.34
554,2013-12-17,122.67
555,2013-12-18,131.33
556,2013-12-19,130.02
557,2013-12-20,129.34
558,2013-12-23,134.03
559,2013-12-24,136.61
560,2013-12-26,139.01
561,2013-12-27,136.98
562,2013-12-30,134.86
563,2013-12-31,134.94
564,2014-01-02,132.23
565,2014-01-03,133.03
566,2014-01-06,134.62
567,2014-01-07,137.77
568,2014-01-08,137.54
569,2014-01-09,137.18
570,2014-01-10,140.4
571,2014-01-13,135.53
572,2014-01-14,140.93
573,2014-01-15,140.48
574,2014-01-16,139.75
575,2014-01-17,139.51
576,2014-01-21,141.09
577,2014-01-22,143.26
578,2014-01-23,139.38
579,2014-01-24,126.78
580,2014-01-27,123.62
581,2014-01-28,128.64
582,2014-01-29,120.06
583,2014-01-30,121.72
584,2014-01-31,112.52
585,2014-02-03,104.44
586,2014-02-04,106.14
587,2014-02-05,102.36
588,2014-02-06,112.32
589,2014-02-07,119.04
590,2014-02-10,118.92
591,2014-02-11,123.42
592,2014-02-12,125.92
593,2014-02-13,126.92
594,2014-02-14,128.8
595,2014-02-18,130.46
596,2014-02-19,121.56
597,2014-02-20,126.2
598,2014-02-21,124.96
599,2014-02-24,125.84
600,2014-02-25,125.76
601,2014-02-26,124.1
602,2014-02-27,124.46
603,2014-02-28,122.4
604,2014-03-03,115.46
605,2014-03-04,122.64
606,2014-03-05,122.5
607,2014-03-06,123.4
608,2014-03-07,120.54
609,2014-03-10,121.18
610,2014-03-11,119.46
611,2014-03-12,119.66
612,2014-03-13,114.7
613,2014-03-14,111.54
614,2014-03-17,116.56
615,2014-03-18,120.9
616,2014-03-19,118.56
617,2014-03-20,119.36
618,2014-03-21,118.48
619,2014-03-24,118.16
620,2014-03-25,119.7
621,2014-03-26,117.52
622,2014-03-27,119.02
623,2014-03-28,120.22
624,2014-03-31,123.94
625,2014-04-01,128.14
626,2014-04-02,127.24
627,2014-04-03,127.42
628,2014-04-04,124.72
629,2014-04-07,121.96
630,2014-04-08,124.18
631,2014-04-09,127.14
632,2014-04-10,119.52
633,2014-04-11,115.78
634,2014-04-14,116.74
635,2014-04-15,118.04
636,2014-04-16,122.22
637,2014-04-17,123.98
638,2014-04-21,126.36
639,2014-04-22,126.7
640,2014-04-23,126.04
641,2014-04-24,124.56
642,2014-04-25,123.66
643,2014-04-28,126.34
644,2014-04-29,128.62
645,2014-04-30,128.44
646,2014-05-01,128.58
647,2014-05-02,129.3
648,2014-05-05,130.6
649,2014-05-06,129.44
650,2014-05-07,132.16
651,2014-05-08,131.78
652,2014-05-09,134.7
653,2014-05-12,138.58
654,2014-05-13,138.26
655,2014-05-14,139.04
656,2014-05-15,137.38
657,2014-05-16,140.72
658,2014-05-19,142.42
659,2014-05-20,143.66
660,2014-05-21,145.76
661,2014-05-22,145.9
662,2014-05-23,147.02
663,2014-05-27,151.56
664,2014-05-28,151.98
665,2014-05-29,152.52
666,2014-05-30,152.78
667,2014-06-02,153.84
668,2014-06-03,153.16
669,2014-06-04,154.78
670,2014-06-05,160.2
671,2014-06-06,168.22
672,2014-06-09,166.0
673,2014-06-10,168.94
674,2014-06-11,165.2
675,2014-06-12,157.08
676,2014-06-13,159.82
677,2014-06-16,160.08
678,2014-06-17,165.32
679,2014-06-18,174.36
680,2014-06-19,173.66
681,2014-06-20,171.24
682,2014-06-23,175.44
683,2014-06-24,169.0
684,2014-06-25,175.38
685,2014-06-26,173.32
686,2014-06-27,174.78
687,2014-06-30,176.54
688,2014-07-01,181.02
689,2014-07-02,182.82
690,2014-07-03,185.4
691,2014-07-07,181.4
692,2014-07-08,178.54
693,2014-07-09,182.08
694,2014-07-10,175.56
695,2014-07-11,177.72
696,2014-07-14,182.42
697,2014-07-15,179.04
698,2014-07-16,183.54
699,2014-07-17,166.2
700,2014-07-18,178.2
701,2014-07-21,174.08
702,2014-07-22,177.52
703,2014-07-23,175.92
704,2014-07-24,177.18
705,2014-07-25,171.84
706,2014-07-28,172.62
707,2014-07-29,173.06
708,2014-07-30,170.18
709,2014-07-31,155.64
710,2014-08-01,148.02
711,2014-08-04,154.26
712,2014-08-05,143.48
713,2014-08-06,142.92
714,2014-08-07,139.98
715,2014-08-08,145.26
716,2014-08-11,151.24
717,2014-08-12,152.2
718,2014-08-13,160.8
719,2014-08-14,165.86
720,2014-08-15,165.9
721,2014-08-18,172.36
722,2014-08-19,173.88
723,2014-08-20,172.56
724,2014-08-21,172.14
725,2014-08-22,172.84
726,2014-08-25,174.5
727,2014-08-26,172.86
728,2014-08-27,171.82
729,2014-08-28,168.94
730,2014-08-29,170.06
731,2014-09-02,168.92
732,2014-09-03,170.9
733,2014-09-04,170.58
734,2014-09-05,174.02
735,2014-09-08,173.68
736,2014-09-09,168.92
737,2014-09-10,170.1
738,2014-09-11,170.58
739,2014-09-12,166.86
740,2014-09-15,162.58
741,2014-09-16,170.4
742,2014-09-17,171.9
743,2014-09-18,174.38
744,2014-09-19,174.28
745,2014-09-22,168.24
746,2014-09-23,162.0
747,2014-09-24,167.04
748,2014-09-25,154.5
749,2014-09-26,159.8
750,2014-09-29,152.16
751,2014-09-30,149.88
752,2014-10-01,146.76
753,2014-10-02,147.88
754,2014-10-03,156.84
755,2014-10-06,154.1
756,2014-10-07,143.24
757,2014-10-08,154.88
758,2014-10-09,140.48
759,2014-10-10,124.92
760,2014-10-13,112.7
761,2014-10-14,113.42
762,2014-10-15,111.18
763,2014-10-16,106.52
764,2014-10-17,111.02
765,2014-10-20,119.6
766,2014-10-21,128.46
767,2014-10-22,118.08
768,2014-10-23,125.52
769,2014-10-24,126.86
770,2014-10-27,128.6
771,2014-10-28,137.16
772,2014-10-29,134.76
773,2014-10-30,134.12
774,2014-10-31,137.64
775,2014-11-03,135.36
776,2014-11-04,136.32
777,2014-11-05,138.12
778,2014-11-06,141.56
779,2014-11-07,143.6
780,2014-11-10,148.96
781,2014-11-11,149.16
782,2014-11-12,147.24
783,2014-11-13,145.44
784,2014-11-14,145.0
785,2014-11-17,145.2
786,2014-11-18,147.92
787,2014-11-19,144.22
788,2014-11-20,145.74
789,2014-11-21,148.68
790,2014-11-24,151.78
791,2014-11-25,153.0
792,2014-11-26,155.4
793,2014-11-28,151.2
794,2014-12-01,144.76
795,2014-12-02,152.4
796,2014-12-03,154.76
797,2014-12-04,154.56
798,2014-12-05,157.08
799,2014-12-08,150.84
800,2014-12-09,148.96
801,2014-12-10,133.68
802,2014-12-11,125.12
803,2014-12-12,118.0
804,2014-12-15,120.72
805,2014-12-16,115.14
806,2014-12-17,125.66
807,2014-12-18,129.7
808,2014-12-19,130.64
809,2014-12-22,137.0
810,2014-12-23,136.74
811,2014-12-24,137.76
812,2014-12-26,136.44
813,2014-12-29,136.66
814,2014-12-30,133.26
815,2014-12-31,122.32
816,2015-01-02,124.54
817,2015-01-05,115.92
818,2015-01-06,112.96
819,2015-01-07,116.64
820,2015-01-08,123.88
821,2015-01-09,119.32
822,2015-01-12,113.52
823,2015-01-13,110.24
824,2015-01-14,108.2
825,2015-01-15,104.96
826,2015-01-16,106.84
827,2015-01-20,107.84
828,2015-01-21,112.98
829,2015-01-22,120.34
830,2015-01-23,117.2
831,2015-01-26,122.46
832,2015-01-27,116.6
833,2015-01-28,106.52
834,2015-01-29,109.04
835,2015-01-30,97.7
836,2015-02-02,103.74
837,2015-02-03,108.76
838,2015-02-04,105.62
839,2015-02-05,109.24
840,2015-02-06,104.64
841,2015-02-09,104.12
842,2015-02-10,108.02
843,2015-02-11,107.26
844,2015-02-12,114.02
845,2015-02-13,115.48
846,2015-02-17,115.12
847,2015-02-18,115.9
848,2015-02-19,118.78
849,2015-02-20,122.84
850,2015-02-23,122.24
851,2015-02-24,127.44
852,2015-02-25,126.44
853,2015-02-26,127.86
854,2015-02-27,128.66
855,2015-03-02,132.92
856,2015-03-03,129.96
857,2015-03-04,130.28
858,2015-03-05,131.86
859,2015-03-06,125.96
860,2015-03-09,127.76
861,2015-03-10,123.6
862,2015-03-11,120.52
863,2015-03-12,127.68
864,2015-03-13,124.76
865,2015-03-16,127.72
866,2015-03-17,128.34
867,2015-03-18,133.98
868,2015-03-19,133.72
869,2015-03-20,135.96
870,2015-03-23,138.4
871,2015-03-24,138.96
872,2015-03-25,132.72
873,2015-03-26,133.8
874,2015-03-27,135.46
875,2015-03-30,139.48
876,2015-03-31,136.08
877,2015-04-01,136.04
878,2015-04-02,138.88
879,2015-04-06,141.98
880,2015-04-07,142.24
881,2015-04-08,144.88
882,2015-04-09,149.72
883,2015-04-10,156.68
884,2015-04-13,151.82
885,2015-04-14,153.5
886,2015-04-15,156.9
887,2015-04-16,160.02
888,2015-04-17,154.38
889,2015-04-20,159.76
890,2015-04-21,159.62
891,2015-04-22,161.48
892,2015-04-23,163.02
893,2015-04-24,164.62
894,2015-04-27,159.84
895,2015-04-28,165.34
896,2015-04-29,160.8
897,2015-04-30,156.36
898,2015-05-01,163.92
899,2015-05-04,163.74
900,2015-05-05,158.1
901,2015-05-06,155.46
902,2015-05-07,156.68
903,2015-05-08,164.9
904,2015-05-11,160.4
905,2015-05-12,161.1
906,2015-05-13,163.94
907,2015-05-14,167.28
908,2015-05-15,168.6
909,2015-05-18,174.3
910,2015-05-19,176.58
911,2015-05-20,176.1
912,2015-05-21,181.0
913,2015-05-22,180.64
914,2015-05-26,173.62
915,2015-05-27,180.1
916,2015-05-28,178.38
917,2015-05-29,177.0
918,2015-06-01,178.8
919,2015-06-02,176.08
920,2015-06-03,179.0
921,2015-06-04,172.86
922,2015-06-05,175.64
923,2015-06-08,171.98
924,2015-06-09,174.06
925,2015-06-10,181.54
926,2015-06-11,185.34
927,2015-06-12,183.1
928,2015-06-15,175.04
929,2015-06-16,178.22
930,2015-06-17,178.66
931,2015-06-18,183.84
932,2015-06-19,181.78
933,2015-06-22,189.78
934,2015-06-23,194.8
935,2015-06-24,190.9
936,2015-06-25,189.2
937,2015-06-26,190.26
938,2015-06-29,158.88
939,2015-06-30,158.12
940,2015-07-01,169.48
941,2015-07-02,158.94
942,2015-07-06,154.92
943,2015-07-07,163.02
944,2015-07-08,146.68
945,2015-07-09,145.36
946,2015-07-10,156.16
947,2015-07-13,171.36
948,2015-07-14,172.62
949,2015-07-15,172.94
950,2015-07-16,184.96
951,2015-07-17,186.24
952,2015-07-20,186.92
953,2015-07-21,188.34
954,2015-07-22,189.18
955,2015-07-23,187.02
956,2015-07-24,180.44
957,2015-07-27,171.08
958,2015-07-28,183.72
959,2015-07-29,186.44
960,2015-07-30,187.88
961,2015-07-31,188.04
962,2015-08-03,191.06
963,2015-08-04,189.94
964,2015-08-05,191.68
965,2015-08-06,184.66
966,2015-08-07,186.56
967,2015-08-10,193.52
968,2015-08-11,184.62
969,2015-08-12,184.88
970,2015-08-13,186.88
971,2015-08-14,187.32
972,2015-08-17,189.58
973,2015-08-18,187.34
974,2015-08-19,183.68
975,2015-08-20,168.2
976,2015-08-21,140.78
977,2015-08-24,114.28
978,2015-08-25,102.32
979,2015-08-26,112.04
980,2015-08-27,109.6
981,2015-08-28,104.24
982,2015-08-31,100.12
983,2015-09-01,85.76
984,2015-09-02,95.78
985,2015-09-03,95.84
986,2015-09-04,88.8
987,2015-09-08,96.46
988,2015-09-09,94.16
989,2015-09-10,96.56
990,2015-09-11,98.76
991,2015-09-14,98.54
992,2015-09-15,108.54
993,2015-09-16,115.06
994,2015-09-17,115.0
995,2015-09-18,101.28
996,2015-09-21,108.58
997,2015-09-22,101.3
998,2015-09-23,103.28
999,2015-09-24,100.76
1000,2015-09-25,98.18
1001,2015-09-28,91.12
1002,2015-09-29,90.98
1003,2015-09-30,95.28
1004,2015-10-01,96.46
1005,2015-10-02,101.5
1006,2015-10-05,107.3
1007,2015-10-06,106.0
1008,2015-10-07,108.4
1009,2015-10-08,113.76
1010,2015-10-09,113.76
1011,2015-10-12,120.82
1012,2015-10-13,114.02
1013,2015-10-14,111.36
1014,2015-10-15,119.4
1015,2015-10-16,120.32
1016,2015-10-19,129.0
1017,2015-10-20,123.94
1018,2015-10-21,115.52
1019,2015-10-22,125.1
1020,2015-10-23,123.44
1021,2015-10-26,119.5
1022,2015-10-27,121.84
1023,2015-10-28,125.44
1024,2015-10-29,123.72
1025,2015-10-30,121.7
1026,2015-11-02,127.96
1027,2015-11-03,125.48
1028,2015-11-04,121.38
1029,2015-11-05,123.8
1030,2015-11-06,126.38
1031,2015-11-09,119.48
1032,2015-11-10,122.8
1033,2015-11-11,119.96
1034,2015-11-12,109.48
1035,2015-11-13,101.92
1036,2015-11-16,112.32
1037,2015-11-17,106.0
1038,2015-11-18,113.44
1039,2015-11-19,109.66
1040,2015-11-20,113.3
1041,2015-11-23,116.32
1042,2015-11-24,115.72
1043,2015-11-25,117.28
1044,2015-11-27,116.16
1045,2015-11-30,116.84
1046,2015-12-01,121.8
1047,2015-12-02,117.0
1048,2015-12-03,108.4
1049,2015-12-04,118.82
1050,2015-12-07,115.48
1051,2015-12-08,112.08
1052,2015-12-09,107.34
1053,2015-12-10,105.98
1054,2015-12-11,90.28
1055,2015-12-14,96.04
1056,2015-12-15,100.12
1057,2015-12-16,106.76
1058,2015-12-17,102.4
1059,2015-12-18,94.36
1060,2015-12-21,98.46
1061,2015-12-22,103.3
1062,2015-12-23,105.62
1063,2015-12-24,103.68
1064,2015-12-28,104.8
1065,2015-12-29,106.8
1066,2015-12-30,103.42
1067,2015-12-31,100.9
1068,2016-01-04,94.52
1069,2016-01-05,97.72
